Are you exhausted in the morning at the thought of another day at work?,How often do you feel worn out?,Do you feel that every working hour is tiring for you?,How often do you think: 'I can’t take it anymore'?,How often are you emotionally exhausted?,Does your work frustrate you?,How often do you feel tired?,Do you feel worn out at the end of the working day?,Do you have enough energy for family and friends during your leisure time?,How often are you physically exhausted?,How often do you feel weak and susceptible to illness?,Is your work emotionally exhausting?,Do you feel burnt out because of your work?,Total Score,Percentage Likely to Burnout
2,2,1,2,1,1,3,4,2,2,3,3,3,104,46.22222222222222
5,5,5,1,2,4,1,2,2,3,3,1,3,118,52.44444444444445
2,3,5,3,2,1,4,3,2,4,4,5,4,152,67.55555555555556
2,2,3,3,3,4,4,5,3,1,5,1,4,136,60.44444444444444
5,5,2,4,4,5,4,5,2,5,4,4,5,190,84.44444444444444
5,5,3,4,4,3,5,2,5,5,3,4,5,183,81.33333333333333
4,1,4,2,2,5,4,5,3,2,5,3,5,155,68.88888888888889
4,4,4,4,1,3,3,4,1,4,1,4,2,135,60.0
2,5,4,3,5,2,4,5,4,2,5,2,1,147,65.33333333333333
2,4,3,2,3,1,5,5,3,5,2,3,4,150,66.66666666666666
2,2,2,4,1,5,3,1,3,5,4,2,2,118,52.44444444444445
4,1,1,3,4,1,4,5,2,2,2,4,4,141,62.66666666666667
3,2,3,2,3,3,5,3,4,3,2,3,1,124,55.111111111111114
2,1,2,4,4,4,1,5,2,4,2,1,5,137,60.88888888888889
1,2,5,5,1,4,2,3,3,1,2,2,1,104,46.22222222222222
2,4,1,4,2,1,2,1,2,4,4,2,1,102,45.33333333333333
3,4,4,3,2,1,2,5,4,5,4,4,5,164,72.88888888888889
5,2,5,2,2,2,4,4,5,4,5,4,1,150,66.66666666666666
1,5,4,4,2,3,5,3,3,5,4,5,3,162,72.0
4,1,5,5,4,1,1,4,2,5,5,3,4,164,72.88888888888889
3,3,1,5,3,1,4,3,5,3,4,3,5,153,68.0
1,5,1,2,5,5,4,3,1,1,4,4,3,136,60.44444444444444
3,5,2,3,4,3,1,2,5,1,1,2,5,126,56.00000000000001
4,5,3,1,3,4,3,5,3,4,4,4,5,166,73.77777777777777
4,1,4,3,3,3,5,3,5,5,4,1,4,153,68.0
4,5,5,3,3,4,2,2,3,2,3,5,4,154,68.44444444444444
1,4,3,3,4,3,2,2,3,3,2,3,3,126,56.00000000000001
4,1,2,4,1,3,3,4,3,5,4,1,4,135,60.0
2,4,3,3,5,5,5,1,5,1,5,1,4,143,63.55555555555556
4,3,1,2,3,4,1,5,2,4,3,1,2,119,52.888888888888886
1,5,3,1,4,3,4,1,3,4,5,5,1,135,60.0
3,2,3,5,4,2,1,2,1,2,1,1,2,105,46.666666666666664
2,1,5,2,3,4,1,1,4,5,4,2,4,131,58.22222222222222
1,4,3,2,4,1,2,1,5,3,5,3,4,132,58.666666666666664
2,4,3,3,3,1,2,4,4,5,3,3,3,141,62.66666666666667
4,5,1,2,1,4,3,2,4,4,4,2,2,119,52.888888888888886
5,5,1,2,2,2,5,4,3,5,2,5,1,143,63.55555555555556
2,1,2,5,4,3,1,5,4,5,1,3,5,154,68.44444444444444
2,4,5,4,2,3,3,2,4,5,2,1,4,137,60.88888888888889
3,2,3,4,3,2,4,1,2,5,2,4,2,133,59.111111111111114
1,1,5,3,4,4,3,1,1,2,5,5,5,148,65.77777777777779
2,5,3,2,3,2,5,3,3,3,2,4,5,148,65.77777777777779
3,4,5,5,3,3,2,4,4,3,5,3,5,170,75.55555555555556
5,3,1,4,5,5,1,2,1,1,5,4,1,132,58.666666666666664
2,3,1,1,2,4,1,1,4,2,1,4,1,88,39.111111111111114
3,5,3,1,2,5,3,4,2,3,4,1,4,130,57.77777777777777
3,3,1,4,4,1,4,1,2,3,2,5,5,144,64.0
5,1,4,2,2,2,2,5,2,4,5,2,1,127,56.44444444444444
3,3,3,5,2,5,4,1,1,3,3,3,2,128,56.888888888888886
4,4,4,4,3,1,3,4,3,4,5,1,5,157,69.77777777777779
2,3,2,3,5,4,4,3,4,5,4,5,2,162,72.0
5,1,1,1,3,3,3,5,3,2,1,5,1,121,53.77777777777778
3,5,4,2,3,3,2,2,4,3,3,1,5,133,59.111111111111114
5,1,5,2,5,5,1,4,5,5,4,1,4,161,71.55555555555554
1,2,1,2,2,1,3,1,5,5,3,2,3,107,47.55555555555556
5,3,1,3,2,1,4,5,5,3,1,4,1,130,57.77777777777777
5,1,4,3,2,1,2,5,3,3,1,3,1,120,53.333333333333336
1,2,3,1,2,4,2,2,1,5,5,5,2,124,55.111111111111114
1,3,2,2,1,4,2,4,4,5,1,4,1,114,50.66666666666667
5,1,2,4,1,3,1,4,5,5,4,2,2,131,58.22222222222222
5,5,4,2,5,2,5,1,3,1,5,3,3,148,65.77777777777779
5,5,2,5,4,5,4,5,2,4,1,4,2,166,73.77777777777777
4,5,5,2,3,5,1,2,4,4,1,5,2,143,63.55555555555556
1,5,2,4,2,3,2,3,2,3,4,5,3,137,60.88888888888889
3,4,3,1,4,1,4,3,1,3,4,3,1,122,54.22222222222223
1,3,2,4,4,3,2,1,5,5,3,2,2,126,56.00000000000001
4,1,2,5,1,1,3,2,3,2,4,3,3,120,53.333333333333336
5,3,2,5,3,3,4,3,1,5,1,5,4,162,72.0
3,3,3,5,3,1,3,4,1,3,3,2,5,144,64.0
1,2,4,5,1,3,1,3,5,3,4,3,4,134,59.55555555555555
5,5,1,4,4,2,2,2,3,2,4,3,5,148,65.77777777777779
1,2,5,4,1,5,1,2,4,1,5,2,2,111,49.333333333333336
5,5,1,3,2,1,5,1,5,4,5,5,5,162,72.0
3,5,2,2,1,3,1,2,2,4,5,2,1,105,46.666666666666664
1,5,5,4,3,1,5,1,5,2,1,2,1,116,51.55555555555556
3,4,2,5,3,1,2,1,1,1,4,4,5,133,59.111111111111114
2,3,3,3,1,4,2,1,4,4,2,2,2,106,47.11111111111111
1,5,2,5,1,5,3,5,2,1,2,3,2,122,54.22222222222223
2,2,4,3,2,2,2,1,4,1,4,2,3,107,47.55555555555556
5,5,2,1,3,4,2,3,3,4,3,1,1,117,52.0
1,3,1,4,3,5,3,4,5,3,1,2,2,123,54.666666666666664
1,2,2,1,1,3,3,1,4,2,3,2,5,101,44.888888888888886
1,4,5,5,5,1,3,1,3,5,5,4,3,162,72.0
5,2,4,1,4,2,3,1,1,3,4,5,4,143,63.55555555555556
2,5,4,3,2,2,2,5,1,5,4,1,4,139,61.77777777777778
1,5,2,3,2,5,1,2,5,4,3,2,1,112,49.77777777777778
4,5,3,1,5,5,2,2,1,5,2,3,3,142,63.11111111111111
5,2,1,1,1,3,2,2,3,1,1,5,4,109,48.44444444444444
2,2,2,4,5,4,1,1,2,3,2,3,4,129,57.333333333333336
1,3,4,1,3,2,2,2,4,2,5,1,4,114,50.66666666666667
2,1,3,2,1,5,3,5,1,5,1,1,5,124,55.111111111111114
1,2,1,4,1,4,1,1,5,2,2,3,5,110,48.888888888888886
5,2,5,2,5,1,2,2,4,5,5,2,1,141,62.66666666666667
1,1,5,4,2,3,4,3,4,1,5,3,4,138,61.33333333333333
5,3,2,4,2,1,2,2,4,1,2,5,3,127,56.44444444444444
2,1,2,3,1,4,1,4,1,3,3,1,2,96,42.66666666666667
3,4,4,5,4,5,1,1,1,2,2,5,4,147,65.33333333333333
4,1,3,2,2,1,2,1,5,4,3,4,4,128,56.888888888888886
5,2,3,2,4,1,4,2,4,1,5,2,4,135,60.0
2,5,4,4,2,2,1,5,1,4,2,4,4,145,64.44444444444444
3,3,4,2,4,3,2,4,5,5,4,2,4,155,68.88888888888889
4,3,5,3,3,4,3,5,3,5,3,5,3,172,76.44444444444444
3,2,5,5,5,1,3,5,1,2,5,5,1,159,70.66666666666667
3,2,5,3,2,4,4,2,1,2,2,1,1,104,46.22222222222222
3,3,1,4,4,2,5,2,2,5,1,4,2,138,61.33333333333333
5,3,2,4,1,2,2,5,3,3,1,4,1,124,55.111111111111114
2,2,3,4,5,4,2,5,4,4,5,2,4,163,72.44444444444444
5,2,5,5,4,2,4,1,1,2,5,4,4,159,70.66666666666667
2,2,1,3,2,3,2,5,5,1,1,3,2,109,48.44444444444444
4,1,4,4,2,3,2,1,4,2,2,2,1,105,46.666666666666664
3,2,1,4,5,1,5,2,2,1,5,2,4,135,60.0
3,3,2,5,2,5,4,5,2,4,1,3,2,141,62.66666666666667
2,2,4,1,5,1,4,2,3,2,5,3,2,127,56.44444444444444
3,1,4,2,5,1,2,1,5,2,5,3,5,141,62.66666666666667
3,2,3,2,2,4,2,3,4,4,2,5,5,146,64.88888888888889
4,2,5,2,2,4,4,1,5,5,5,3,2,143,63.55555555555556
4,5,1,5,2,2,4,3,4,5,1,4,3,149,66.22222222222223
4,2,5,5,5,5,5,5,1,3,5,3,5,190,84.44444444444444
4,5,2,1,4,4,2,5,1,4,1,4,5,152,67.55555555555556
4,4,3,5,2,2,5,2,5,2,3,2,4,143,63.55555555555556
5,1,1,5,3,2,3,1,5,5,3,3,2,136,60.44444444444444
4,4,2,4,1,4,2,4,5,3,1,5,5,152,67.55555555555556
2,3,3,1,2,1,4,5,1,5,2,4,2,127,56.44444444444444
4,4,5,2,2,1,2,1,3,3,3,2,2,112,49.77777777777778
1,4,1,3,1,4,2,1,3,3,2,1,4,98,43.55555555555555
2,1,5,3,4,4,4,3,1,2,1,2,4,130,57.77777777777777
1,4,5,4,4,2,5,4,4,5,5,1,2,155,68.88888888888889
5,5,3,5,2,4,4,4,4,3,5,4,1,160,71.11111111111111
4,5,4,3,2,2,5,2,2,1,5,5,2,141,62.66666666666667
2,2,3,4,3,5,1,4,1,5,5,1,1,126,56.00000000000001
1,5,2,1,4,5,3,3,4,2,1,5,1,123,54.666666666666664
5,3,1,4,2,4,2,1,1,2,3,5,4,132,58.666666666666664
4,4,1,4,5,5,2,1,5,3,1,1,5,139,61.77777777777778
3,2,5,3,1,3,1,5,5,4,4,4,5,157,69.77777777777779
2,5,3,5,5,1,1,1,5,2,3,3,2,131,58.22222222222222
2,3,4,1,1,3,2,4,3,1,5,2,5,121,53.77777777777778
3,1,4,5,4,1,5,4,4,5,1,4,3,162,72.0
5,2,2,1,3,4,2,1,3,3,1,1,4,108,48.0
1,4,4,5,3,3,3,5,4,4,1,5,1,150,66.66666666666666
5,1,2,3,3,4,2,3,4,2,3,1,5,131,58.22222222222222
2,4,2,4,2,4,3,1,3,1,3,3,2,111,49.333333333333336
5,4,4,4,1,4,4,2,3,4,5,4,1,146,64.88888888888889
1,1,4,2,5,4,2,2,4,4,2,2,2,122,54.22222222222223
4,2,1,4,1,3,4,3,2,2,5,2,3,122,54.22222222222223
2,4,2,5,2,3,3,2,3,3,5,4,5,151,67.11111111111111
1,5,2,4,2,1,4,3,5,2,1,3,5,132,58.666666666666664
3,5,4,3,3,3,4,1,5,3,4,1,5,144,64.0
4,5,3,1,4,1,3,1,1,2,1,5,4,128,56.888888888888886
2,4,4,3,3,2,3,3,3,4,2,4,5,151,67.11111111111111
4,5,1,1,5,5,4,5,2,1,1,5,3,147,65.33333333333333
3,5,2,3,5,2,2,4,2,3,3,5,5,163,72.44444444444444
2,1,4,1,2,2,1,4,1,5,3,5,3,128,56.888888888888886
2,4,1,4,1,5,5,1,4,1,2,5,2,120,53.333333333333336
5,5,3,2,2,3,4,2,1,3,2,4,2,128,56.888888888888886
5,1,3,5,4,5,5,4,5,3,2,5,3,175,77.77777777777779
2,2,5,3,5,4,2,5,2,3,1,5,5,165,73.33333333333333
2,3,4,3,5,4,3,1,2,3,3,1,5,137,60.88888888888889
2,3,4,3,2,3,1,3,3,4,1,1,3,112,49.77777777777778
4,3,3,2,2,4,5,2,5,1,2,2,4,126,56.00000000000001
5,2,2,4,4,5,1,1,3,2,5,2,5,142,63.11111111111111
5,5,2,4,2,5,3,1,5,3,4,5,3,154,68.44444444444444
5,2,3,2,2,3,1,3,1,5,5,3,5,144,64.0
4,2,2,1,5,1,2,2,5,4,4,5,5,155,68.88888888888889
1,5,4,5,1,1,1,1,3,5,2,5,3,131,58.22222222222222
1,3,4,4,5,5,2,2,4,1,3,2,2,127,56.44444444444444
1,1,5,3,1,2,2,4,1,5,3,5,2,129,57.333333333333336
5,2,2,2,2,2,4,5,4,4,1,1,1,116,51.55555555555556
3,1,5,4,5,1,3,3,4,5,2,5,1,154,68.44444444444444
2,3,4,4,3,1,3,1,2,3,1,2,3,114,50.66666666666667
4,3,5,3,5,2,3,2,2,1,2,2,3,130,57.77777777777777
3,4,1,2,1,5,2,1,4,4,2,5,4,128,56.888888888888886
4,5,1,4,3,4,1,1,2,3,1,5,3,130,57.77777777777777
3,5,4,5,5,4,4,4,4,4,5,2,2,171,76.0
1,2,2,5,4,4,5,2,5,1,4,3,1,130,57.77777777777777
1,5,2,4,3,1,3,2,2,3,4,2,3,122,54.22222222222223
1,3,3,5,2,4,4,5,4,3,5,1,2,138,61.33333333333333
2,2,3,1,5,5,2,1,1,1,4,4,2,116,51.55555555555556
1,1,5,5,2,1,2,5,5,4,2,2,1,125,55.55555555555556
1,4,3,3,3,2,2,5,2,2,2,4,2,125,55.55555555555556
1,1,5,4,1,4,4,5,4,2,4,5,5,159,70.66666666666667
5,1,2,1,3,2,4,5,3,2,1,5,1,125,55.55555555555556
2,2,3,4,1,3,5,4,3,1,2,5,1,123,54.666666666666664
4,4,2,2,5,5,2,2,4,2,3,1,2,123,54.666666666666664
5,3,5,3,2,1,5,3,4,2,1,2,4,136,60.44444444444444
1,4,2,3,2,2,2,5,4,4,4,5,3,145,64.44444444444444
2,3,5,4,2,1,1,3,4,1,3,5,3,131,58.22222222222222
3,3,2,3,3,2,2,5,4,1,1,3,5,133,59.111111111111114
3,1,2,4,5,2,4,5,5,1,2,5,5,164,72.88888888888889
4,1,3,1,3,2,2,5,2,5,1,2,1,114,50.66666666666667
1,2,1,2,2,2,3,1,4,2,1,5,2,99,44.0
2,4,3,3,2,1,5,5,1,2,5,3,1,127,56.44444444444444
4,2,1,5,2,3,2,2,3,3,2,3,1,113,50.22222222222222
3,3,2,1,4,4,5,3,3,1,4,5,1,132,58.666666666666664
3,4,5,2,4,5,1,2,5,5,3,4,3,155,68.88888888888889
2,5,3,4,2,1,3,2,1,3,2,2,3,115,51.11111111111111
2,5,3,2,1,1,5,3,2,2,1,5,1,112,49.77777777777778
1,5,3,2,3,4,4,4,5,1,3,2,4,134,59.55555555555555
3,4,4,2,5,1,5,3,5,3,3,1,2,137,60.88888888888889
1,5,3,4,4,3,1,2,1,3,3,2,5,133,59.111111111111114
5,2,5,4,5,5,5,4,5,4,2,1,2,163,72.44444444444444
1,2,1,1,3,1,1,3,5,5,3,4,1,110,48.888888888888886
1,3,3,4,5,2,5,1,3,4,5,4,5,164,72.88888888888889
1,2,4,4,2,4,4,5,5,2,1,4,1,131,58.22222222222222
2,2,5,4,3,2,4,1,5,1,2,2,1,111,49.333333333333336
2,4,2,5,4,3,2,2,5,5,1,1,1,123,54.666666666666664
5,1,1,3,1,2,5,4,3,5,5,2,1,128,56.888888888888886
2,1,1,5,1,3,3,3,5,2,4,1,4,118,52.44444444444445
2,2,5,3,3,2,5,5,1,3,2,4,3,146,64.88888888888889
1,5,2,3,4,1,1,3,4,1,2,1,4,111,49.333333333333336
5,5,3,4,1,1,5,5,2,5,2,1,2,137,60.88888888888889
2,3,5,2,1,4,2,5,3,1,3,4,2,123,54.666666666666664
2,5,2,1,4,3,4,2,3,5,4,3,3,140,62.22222222222222
3,1,4,3,4,3,5,5,5,2,3,2,4,153,68.0
2,4,4,4,2,3,2,3,3,4,2,3,5,144,64.0
3,5,2,2,2,3,1,3,3,4,4,3,5,138,61.33333333333333
4,3,1,5,2,3,3,5,4,4,4,2,5,157,69.77777777777779
5,4,4,1,1,3,3,5,5,2,2,1,3,123,54.666666666666664
1,1,3,2,3,4,4,4,5,2,2,5,1,127,56.44444444444444
4,4,1,3,3,2,5,2,3,1,2,4,4,133,59.111111111111114
1,3,4,4,5,2,3,2,3,4,5,2,4,150,66.66666666666666
3,2,2,4,2,5,5,4,3,4,5,1,1,133,59.111111111111114
2,2,1,5,2,4,4,5,2,4,2,2,4,139,61.77777777777778
1,4,5,3,4,2,2,4,3,4,3,3,5,155,68.88888888888889
2,2,3,2,1,3,2,1,5,2,1,4,4,109,48.44444444444444
1,3,3,2,4,3,3,4,5,3,1,2,3,127,56.44444444444444
3,5,1,2,3,2,4,3,3,4,5,3,2,135,60.0
1,2,5,1,2,2,4,5,4,1,4,5,3,136,60.44444444444444
3,1,3,4,1,5,1,1,2,2,1,3,2,98,43.55555555555555
5,4,2,1,3,4,2,3,3,3,1,5,3,135,60.0
4,2,4,1,1,4,5,1,1,4,1,5,5,135,60.0
5,2,5,5,2,3,1,5,1,4,1,2,1,129,57.333333333333336
1,1,3,3,4,2,1,1,1,1,3,4,5,117,52.0
2,1,4,5,4,3,5,4,3,4,4,5,3,171,76.0
1,2,5,3,4,3,2,2,1,1,2,5,5,136,60.44444444444444
4,1,4,1,2,5,5,2,4,4,3,1,4,131,58.22222222222222
2,4,5,1,3,1,5,5,5,5,2,3,5,161,71.55555555555554
5,4,3,1,3,3,3,5,5,2,1,4,3,142,63.11111111111111
1,1,2,4,3,4,2,5,1,3,5,2,4,135,60.0
1,3,5,5,1,4,2,4,4,4,1,1,2,121,53.77777777777778
4,1,2,2,4,3,4,3,2,1,5,2,1,116,51.55555555555556
2,4,3,2,1,4,5,4,3,4,5,1,2,127,56.44444444444444
3,5,3,4,3,5,2,2,3,1,3,4,2,132,58.666666666666664
2,2,1,1,5,3,3,4,2,1,4,4,1,118,52.44444444444445
3,2,3,4,2,5,4,3,3,3,1,4,2,133,59.111111111111114
3,3,1,2,4,5,1,4,5,3,3,2,5,141,62.66666666666667
3,3,2,4,3,1,1,4,5,2,1,1,4,119,52.888888888888886
5,5,4,1,2,1,5,1,2,3,1,4,3,126,56.00000000000001
4,4,4,1,5,3,2,5,1,4,2,3,5,157,69.77777777777779
5,2,1,3,2,4,3,5,2,5,5,5,1,150,66.66666666666666
5,4,4,3,5,5,2,1,3,5,2,1,3,144,64.0
3,5,3,2,3,4,2,1,1,5,5,4,1,131,58.22222222222222
1,1,1,3,2,2,4,3,1,1,5,5,4,124,55.111111111111114
1,4,3,2,1,3,1,5,4,5,2,5,1,126,56.00000000000001
5,1,2,5,4,4,4,5,5,5,1,2,4,166,73.77777777777777
1,4,1,5,4,5,4,3,1,3,1,2,4,135,60.0
2,2,1,3,5,1,5,2,5,3,1,3,3,130,57.77777777777777
1,3,4,4,4,5,3,1,1,5,1,4,3,140,62.22222222222222
1,1,2,2,2,3,4,4,4,3,3,2,1,107,47.55555555555556
5,5,1,2,1,1,5,2,3,5,3,2,1,116,51.55555555555556
4,4,2,4,3,4,2,2,3,4,4,1,5,143,63.55555555555556
2,1,2,1,5,1,2,4,2,3,3,3,3,122,54.22222222222223
5,4,4,2,1,2,2,2,2,4,1,2,4,119,52.888888888888886
2,3,2,2,5,3,1,2,1,3,2,5,4,133,59.111111111111114
5,5,4,4,4,2,1,1,4,5,3,4,5,166,73.77777777777777
5,2,2,1,1,3,3,3,3,5,5,1,2,117,52.0
2,4,5,3,3,4,2,3,2,4,2,2,2,128,56.888888888888886
3,1,5,2,2,2,1,4,3,1,2,1,1,93,41.333333333333336
1,4,5,3,4,4,5,4,1,1,2,4,2,139,61.77777777777778
3,1,3,5,1,3,5,3,5,5,1,2,5,146,64.88888888888889
5,1,2,4,4,2,3,1,2,4,5,4,5,156,69.33333333333334
1,5,2,5,3,2,1,2,3,1,4,3,1,111,49.333333333333336
5,2,1,2,5,1,4,3,1,5,1,2,1,121,53.77777777777778
4,1,3,1,2,1,4,5,1,1,3,4,5,131,58.22222222222222
2,1,5,2,4,4,5,2,4,5,4,4,4,162,72.0
3,2,5,5,2,2,2,2,1,5,1,4,4,141,62.66666666666667
5,4,2,1,2,4,1,2,5,2,4,1,5,122,54.22222222222223
1,5,1,4,5,3,1,1,2,5,3,4,2,133,59.111111111111114
3,5,3,1,1,2,5,5,3,2,5,1,3,125,55.55555555555556
4,1,2,5,1,4,4,2,1,3,1,4,2,120,53.333333333333336
2,3,2,2,2,2,2,4,1,5,2,5,5,140,62.22222222222222
4,2,5,2,3,3,3,5,3,4,4,5,2,158,70.22222222222221
1,2,2,2,2,1,3,2,4,5,5,4,2,123,54.666666666666664
1,3,5,3,1,5,3,1,3,2,1,3,2,106,47.11111111111111
2,1,4,5,1,2,2,1,4,5,3,1,5,126,56.00000000000001
5,2,3,1,2,2,4,5,1,1,1,2,4,117,52.0
3,2,3,4,5,1,3,2,3,5,1,3,5,151,67.11111111111111
2,4,2,1,2,2,2,2,1,5,3,4,3,118,52.44444444444445
3,4,1,4,1,3,1,5,4,5,3,4,3,142,63.11111111111111
5,3,4,4,3,4,4,3,5,4,4,4,4,174,77.33333333333333
3,5,5,1,4,4,1,5,2,2,5,4,2,146,64.88888888888889
3,3,1,5,5,2,4,5,2,2,5,2,1,141,62.66666666666667
1,5,4,1,1,5,3,2,1,3,4,3,5,127,56.44444444444444
4,4,3,5,1,3,1,3,1,3,4,2,4,131,58.22222222222222
1,5,4,2,1,4,3,5,1,4,1,3,2,121,53.77777777777778
4,1,1,1,2,1,5,5,1,5,4,5,1,132,58.666666666666664
3,4,2,1,2,3,2,1,1,3,1,3,3,100,44.44444444444444
1,5,3,1,5,3,5,4,4,5,3,1,2,140,62.22222222222222
1,2,2,3,5,1,5,4,3,3,4,1,4,138,61.33333333333333
1,2,3,1,5,5,3,4,4,1,4,3,1,124,55.111111111111114
2,4,4,1,5,4,3,4,2,4,5,4,1,148,65.77777777777779
4,5,1,3,1,2,1,3,4,1,1,1,1,86,38.22222222222222
3,5,5,1,3,3,1,2,1,2,1,2,2,103,45.77777777777778
1,2,4,5,3,2,2,3,2,3,1,4,4,135,60.0
5,2,5,1,4,1,1,2,1,4,5,4,2,134,59.55555555555555
4,3,5,3,3,2,1,3,4,1,4,4,1,128,56.888888888888886
1,4,2,5,5,2,1,4,5,4,2,4,2,147,65.33333333333333
1,2,2,5,4,5,3,2,3,5,4,5,4,163,72.44444444444444
4,1,2,5,4,5,5,4,3,2,2,1,1,131,58.22222222222222
1,2,3,2,2,2,2,3,1,5,1,1,5,111,49.333333333333336
2,3,3,1,5,4,2,1,3,5,5,1,4,134,59.55555555555555
3,1,4,5,2,3,3,4,1,5,4,2,2,138,61.33333333333333
2,4,5,3,1,3,5,3,4,2,5,5,3,150,66.66666666666666
4,3,3,5,3,2,3,2,5,4,2,4,4,155,68.88888888888889
2,5,1,4,4,5,5,3,5,4,2,1,3,144,64.0
2,1,1,1,2,3,3,1,2,1,5,3,4,102,45.33333333333333
1,5,3,2,3,2,2,1,1,3,5,3,4,123,54.666666666666664
2,2,1,5,1,4,3,3,5,1,1,4,3,119,52.888888888888886
1,5,3,4,5,2,4,5,1,2,4,1,2,136,60.44444444444444
3,1,5,4,2,1,3,4,4,1,3,2,1,115,51.11111111111111
2,4,2,3,5,3,2,1,4,5,1,1,3,124,55.111111111111114
2,3,2,3,1,4,2,5,5,1,3,3,1,112,49.77777777777778
5,5,3,2,4,2,5,2,4,2,2,2,2,131,58.22222222222222
1,5,4,5,1,1,1,1,2,5,3,4,1,117,52.0
5,1,1,1,1,1,4,5,1,1,1,1,2,87,38.666666666666664
2,3,1,3,4,3,5,2,2,1,1,4,4,127,56.44444444444444
5,1,1,4,4,4,2,3,3,1,2,4,1,123,54.666666666666664
2,5,2,1,3,4,5,2,1,1,4,1,1,100,44.44444444444444
4,5,3,3,2,5,2,3,4,1,3,5,3,142,63.11111111111111
5,5,5,2,4,3,4,1,3,4,4,1,5,154,68.44444444444444
3,3,1,5,3,3,3,5,1,3,4,5,2,149,66.22222222222223
1,4,3,2,1,5,2,2,4,1,4,4,3,116,51.55555555555556
5,2,1,5,5,1,5,3,5,3,2,2,4,154,68.44444444444444
3,2,5,1,1,3,4,5,3,1,3,5,2,129,57.333333333333336
5,2,2,2,3,1,3,1,5,4,5,3,3,134,59.55555555555555
1,3,2,3,1,1,2,1,4,5,3,4,3,116,51.55555555555556
4,3,2,1,1,2,4,5,4,1,5,3,5,136,60.44444444444444
4,2,3,4,3,5,1,4,2,5,4,2,4,151,67.11111111111111
5,4,3,5,4,1,4,3,2,2,2,1,3,136,60.44444444444444
5,2,3,4,1,3,3,5,3,5,1,1,4,138,61.33333333333333
5,5,2,2,4,1,2,3,1,3,5,1,4,133,59.111111111111114
5,5,3,5,2,1,2,3,3,1,5,4,3,144,64.0
1,4,5,3,1,1,1,3,4,1,5,1,4,112,49.77777777777778
3,1,1,5,5,1,1,5,4,2,2,1,5,136,60.44444444444444
3,3,2,4,2,1,4,3,5,5,1,2,1,121,53.77777777777778
5,3,5,4,5,5,4,2,5,1,5,1,4,161,71.55555555555554
5,4,4,2,5,1,1,5,2,2,2,1,4,136,60.44444444444444
2,1,1,4,5,5,2,2,4,2,4,1,2,119,52.888888888888886
1,3,4,3,2,1,2,3,2,5,3,2,1,111,49.333333333333336
2,1,5,2,5,3,1,3,1,5,4,2,5,146,64.88888888888889
1,1,1,1,2,3,4,2,1,2,5,1,4,98,43.55555555555555
1,4,4,3,3,2,2,4,1,5,5,1,1,123,54.666666666666664
3,5,4,2,3,5,1,5,4,3,1,4,2,140,62.22222222222222
3,4,4,1,2,4,3,4,5,3,3,4,1,132,58.666666666666664
3,5,1,1,1,3,1,4,1,5,2,5,3,124,55.111111111111114
1,1,4,1,5,3,2,1,2,1,3,5,3,119,52.888888888888886
2,1,2,5,3,2,2,5,1,2,5,1,1,114,50.66666666666667
3,5,1,3,4,5,4,1,5,3,1,5,5,155,68.88888888888889
4,1,3,3,1,1,2,4,1,1,2,2,5,111,49.333333333333336
3,4,5,1,2,3,5,3,2,5,5,3,2,143,63.55555555555556
1,5,1,2,5,5,1,4,1,1,4,2,2,116,51.55555555555556
5,3,3,5,3,1,1,4,4,5,5,5,1,159,70.66666666666667
3,5,5,1,1,1,3,5,2,2,5,5,5,151,67.11111111111111
5,3,2,4,2,2,1,5,5,5,1,3,3,143,63.55555555555556
4,3,3,5,2,3,3,1,4,1,5,2,4,133,59.111111111111114
1,3,3,4,3,1,1,3,3,5,2,4,1,123,54.666666666666664
4,5,1,5,5,3,4,4,3,4,3,1,5,165,73.33333333333333
5,4,2,5,3,2,2,5,5,5,3,2,4,163,72.44444444444444
3,1,5,2,3,1,3,3,4,4,3,1,2,120,53.333333333333336
2,5,5,2,3,3,4,4,5,2,3,2,1,130,57.77777777777777
2,1,4,4,5,2,2,1,4,1,4,1,4,124,55.111111111111114
1,4,1,2,5,1,5,2,2,4,5,3,4,142,63.11111111111111
5,1,1,2,3,1,5,5,1,5,5,2,3,142,63.11111111111111
2,3,5,3,5,5,2,2,4,1,4,4,3,147,65.33333333333333
5,5,5,1,3,3,5,4,1,4,2,3,3,150,66.66666666666666
4,1,3,4,1,4,1,5,1,2,5,4,5,145,64.44444444444444
5,4,4,2,4,3,3,2,1,1,3,4,2,131,58.22222222222222
1,1,5,3,4,2,1,5,3,3,2,1,2,118,52.44444444444445
2,5,3,4,3,3,5,4,1,4,1,4,2,144,64.0
4,5,1,3,5,1,1,3,2,5,3,3,2,137,60.88888888888889
5,3,2,5,4,1,2,1,4,3,3,5,2,143,63.55555555555556
2,5,1,3,3,2,2,5,4,1,4,4,2,130,57.77777777777777
2,2,4,1,2,3,1,3,1,2,5,2,4,112,49.77777777777778
4,1,4,2,3,2,1,4,3,5,3,3,2,132,58.666666666666664
5,1,1,3,3,4,5,3,4,5,1,4,5,158,70.22222222222221
4,3,2,1,3,3,5,4,1,3,5,1,4,134,59.55555555555555
3,3,3,1,1,1,1,5,2,5,3,5,4,136,60.44444444444444
1,4,4,3,1,4,3,1,2,3,5,1,4,117,52.0
